sample,colDate,plot,stratum,regen_age,numPols,polGroup,polSpecies,polGenus,ASV,plantFamily,plantGenus,relAbund,weight,weight_100,weight_1000,weight_10000
BAU_0241,12/3/2023,PR26,Understory,27,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_fructiangusta,Clusiaceae,Clusia,0.233027277,2,23,233,2330
UD22_1656,20/04/2023,PR29,Understory,5,3,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_fructiangusta,Clusiaceae,Clusia,0.113632571,1,11,114,1136
BAU_0299,18/03/2023,CA64,Understory,0,12,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.165287615,2,17,165,1653
BAU_0314,31/03/2023,CR02,Understory,7,9,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.220886825,2,22,221,2209
BAU_0265,2/6/2023,CR04,Understory,20,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.388014065,4,39,388,3880
BAU_0255,20/04/2023,CR09,Understory,5,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.361413656,4,36,361,3614
BAU_0221,13/04/2023,CR10,Understory,23,1,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.161081931,2,16,161,1611
BAU_0329,15/04/2023,CR11,Understory,22,1,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.522661524,5,52,523,5227
BAU_0326,15/04/2023,CR11,Understory,22,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.370432085,4,37,370,3704
UD22_1332,29/03/2023,CR13,Understory,1,5,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Clusia_lineata,Clusiaceae,Clusia,0.335163862,3,34,335,3352
UD22_1334,29/03/2023,CR13,Understory,1,6,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.115498694,1,12,115,1155
UD22_1333,29/03/2023,CR13,Understory,1,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.26295225,3,26,263,2630
BAU_0328,11/5/2023,CR14,Understory,37,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_lineata,Clusiaceae,Clusia,0.136709399,1,14,137,1367
BAU_0268,11/5/2023,CR14,Understory,37,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.202536367,2,20,203,2025
BAU_0272,11/5/2023,CR14,Understory,37,10,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.341719078,3,34,342,3417
BAU_0286,3/6/2023,OG38,Understory,NA,30,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.602054155,6,60,602,6021
BAU_0284,3/6/2023,OG38,Understory,NA,7,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.583385313,6,58,583,5834
UD22_1293,21/05/2023,OG41,Canopy,NA,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Clusia_lineata,Clusiaceae,Clusia,0.282061759,3,28,282,2821
BAU_0263,26/03/2023,OG41,Understory,NA,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.118667628,1,12,119,1187
BAU_0260,26/03/2023,OG41,Understory,NA,2,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.139501666,1,14,140,1395
UD22_1306,24/03/2023,OG42,Understory,NA,1,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Clusia_lineata,Clusiaceae,Clusia,0.661062542,7,66,661,6611
BAU_0194,15/04/2023,OG45,Understory,NA,1,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.193481387,2,19,193,1935
BAU_0196,15/04/2023,OG45,Understory,NA,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.46551117,5,47,466,4655
BAU_0205,13/04/2023,OG46,Understory,NA,1,Apidae_Meliponini,Partamona_sp,Partamona,Clusia_lineata,Clusiaceae,Clusia,0.184440386,2,18,184,1844
BAU_0209,13/04/2023,OG46,Understory,NA,20,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.129953055,1,13,130,1300
BAU_0279,7/5/2023,OG49,Understory,NA,4,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Clusia_lineata,Clusiaceae,Clusia,0.10045728,1,10,100,1005
BAU_0278,7/5/2023,OG49,Understory,NA,1,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.633536457,6,63,634,6335
UD22_1654,9/10/2023,PA53,Understory,0,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.128464931,1,13,128,1285
BAU_0243,31/03/2023,PA55,Understory,0,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.166126641,2,17,166,1661
BAU_0306,2/6/2023,PR21,Understory,35,24,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.829877137,8,83,830,8299
BAU_0239,4/4/2023,PR22,Understory,11,6,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.260277325,3,26,260,2603
BAU_0237,4/4/2023,PR22,Understory,11,3,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.216891307,2,22,217,2169
UD22_1315,10/4/2023,PR23,Understory,1,1,Apidae_Meliponini,Ptilotrigona_occidentalis,Ptilotrigona,Clusia_lineata,Clusiaceae,Clusia,0.499726409,5,50,500,4997
UD22_1316,10/4/2023,PR23,Understory,1,1,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Clusia_lineata,Clusiaceae,Clusia,0.216117419,2,22,216,2161
UD22_1320,10/4/2023,PR23,Understory,1,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.19790458,2,20,198,1979
UD22_1313,10/4/2023,PR23,Understory,1,2,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.115792335,1,12,116,1158
UD22_1319,10/4/2023,PR23,Understory,1,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.336160071,3,34,336,3362
BAU_0246,12/3/2023,PR26,Understory,27,4,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.10333143,1,10,103,1033
BAU_0277,23/04/2023,PR31,Understory,15,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.260238246,3,26,260,2602
UD22_0690,17/10/2022,PR32,Understory,15,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.338293797,3,34,338,3383
BAU_0203,29/03/2023,PR33,Understory,1,9,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.110075421,1,11,110,1101
BAU_0199,29/03/2023,PR33,Understory,1,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.176581048,2,18,177,1766
BAU_0308,11/5/2023,PR34,Understory,37,8,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.362983917,4,36,363,3630
BAU_0309,11/5/2023,PR34,Understory,37,20,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.122808876,1,12,123,1228
BAU_0222,9/5/2023,PR36,Understory,8,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Clusia_lineata,Clusiaceae,Clusia,0.202976239,2,20,203,2030
UD22_1604,4/11/2023,CA60,Understory,0,6,Apidae_Meliponini,Cephalotrigona_sp,Cephalotrigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.203389831,2,20,203,2034
UD22_1723,17/11/2023,CR01,Understory,5,3,Apidae_Meliponini,Paratrigona_opaca,Paratrigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.126012874,1,13,126,1260
UD22_1717,12/11/2023,CR17,Understory,8,1,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.104467005,1,10,104,1045
UD22_1597,14/10/2023,OG40,Understory,NA,14,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.293041309,3,29,293,2930
UD22_1601,14/10/2023,OG40,Understory,NA,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.20821662,2,21,208,2082
BAU_0263,26/03/2023,OG41,Understory,NA,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.168811779,2,17,169,1688
UD22_1661,27/10/2023,OG48,Understory,NA,14,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.74749052,7,75,747,7475
UD22_1579,27/10/2023,OG48,Understory,NA,2,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.609201271,6,61,609,6092
UD22_1666,27/10/2023,OG48,Understory,NA,1,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.561007657,6,56,561,5610
UD22_1660,27/10/2023,OG50,Understory,NA,1,Apidae_Meliponini,Trigona_corvina,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.160066131,2,16,160,1601
UD22_1658,27/10/2023,OG50,Understory,NA,4,Apidae_Meliponini,Trigona_fulviventris,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.200290889,2,20,200,2003
UD22_1644,29/10/2023,OG51,Understory,NA,3,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.264869243,3,26,265,2649
UD22_1623,29/10/2023,OG51,Understory,NA,8,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.6301608,6,63,630,6302
BAU_0303,19/03/2023,OG52,Understory,NA,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_magnoliiflora,Clusiaceae,Clusia,0.102938289,1,10,103,1029
UD22_1723,17/11/2023,CR01,Understory,5,3,Apidae_Meliponini,Paratrigona_opaca,Paratrigona,Clusia_nemorosa,Clusiaceae,Clusia,0.111775842,1,11,112,1118
UD22_0745,29/10/2022,CR14,Canopy,37,6,Apidae_Meliponini,Trigonisca_cf_pediculana,Trigonisca,Clusia_nemorosa,Clusiaceae,Clusia,0.159920056,2,16,160,1599
UD22_1617,17/11/2023,PR25,Understory,5,6,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_nemorosa,Clusiaceae,Clusia,0.208915795,2,21,209,2089
UD22_0229,7/5/2022,OG28,Canopy,NA,21,Apidae_Meliponini,Dolichotrigona_schulthessi,Dolichotrigona,Clusia_nemorosa,Clusiaceae,Clusia,0.242406456,2,24,242,2424
UD22_0227,7/5/2022,OG28,Canopy,NA,1,Apidae_Meliponini,Trigonisca_atomaria,Trigonisca,Clusia_nemorosa,Clusiaceae,Clusia,0.774454829,8,77,774,7745
UD22_1544,7/11/2023,CA61,Understory,0,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.12672522,1,13,127,1267
BAU_0315,31/03/2023,CR02,Understory,7,1,Apidae_Meliponini,Ptilotrigona_occidentalis,Ptilotrigona,Clusia_rigida,Clusiaceae,Clusia,0.157488372,2,16,157,1575
UD22_1546,4/11/2023,CR03,Understory,4,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.133729302,1,13,134,1337
UD22_1745,25/11/2023,CR07,Understory,22,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.121836926,1,12,122,1218
UD22_1724,11/10/2023,CR12,Understory,14,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.119497733,1,12,119,1195
BAU_0196,15/04/2023,OG45,Understory,NA,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.244688759,2,24,245,2447
BAU_0205,13/04/2023,OG46,Understory,NA,1,Apidae_Meliponini,Partamona_sp,Partamona,Clusia_rigida,Clusiaceae,Clusia,0.161194267,2,16,161,1612
UD22_1741,17/10/2023,OG47,Understory,NA,1,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.237898465,2,24,238,2379
UD22_1668,17/10/2023,OG47,Understory,NA,9,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.20061394,2,20,201,2006
UD22_1614,25/10/2023,PA58,Understory,0,1,Apidae_Meliponini,Trigona_cilipes,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.105191476,1,11,105,1052
UD22_0069,2/4/2022,PR23,Canopy,1,1,Apidae_Meliponini,Trigona_cilipes,Trigona,Clusia_rigida,Clusiaceae,Clusia,0.140698202,1,14,141,1407
BAU_0315,31/03/2023,CR02,Understory,7,1,Apidae_Meliponini,Ptilotrigona_occidentalis,Ptilotrigona,Clusia_sp._JA_3854,Clusiaceae,Clusia,0.113860465,1,11,114,1139
UD22_1638,18/11/2023,OG37,Understory,NA,5,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_sp._JA_3854,Clusiaceae,Clusia,0.294906961,3,29,295,2949
UD22_1723,17/11/2023,CR01,Understory,5,3,Apidae_Meliponini,Paratrigona_opaca,Paratrigona,Clusia_spc,Clusiaceae,Clusia,0.10306702,1,10,103,1031
UD22_1711,17/11/2023,CR01,Understory,5,1,Apidae_Meliponini,Ptilotrigona_occidentalis,Ptilotrigona,Clusia_spc,Clusiaceae,Clusia,0.184164394,2,18,184,1842
UD22_1715,17/11/2023,CR01,Understory,5,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.15465004,2,15,155,1547
BAU_0267,2/6/2023,CR04,Understory,20,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.272208908,3,27,272,2722
UD22_1305,2/6/2023,CR04,Understory,20,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.333256083,3,33,333,3333
UD22_0954,14/03/2023,CR06,Understory,32,1,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Clusia_spc,Clusiaceae,Clusia,0.2039801,2,20,204,2040
UD22_1712,11/10/2023,CR12,Understory,14,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Clusia_spc,Clusiaceae,Clusia,0.102345589,1,10,102,1023
BAU_0328,11/5/2023,CR14,Understory,37,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.308633438,3,31,309,3086
BAU_0270,11/5/2023,CR14,Understory,37,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Clusia_spc,Clusiaceae,Clusia,0.184019635,2,18,184,1840
UD22_1638,18/11/2023,OG37,Understory,NA,5,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.139150419,1,14,139,1392
UD22_1619,18/11/2023,OG37,Understory,NA,19,Apidae_Meliponini,Partamona_sp,Partamona,Clusia_spc,Clusiaceae,Clusia,0.117400419,1,12,117,1174
UD22_1620,18/11/2023,OG37,Understory,NA,5,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_spc,Clusiaceae,Clusia,0.103059924,1,10,103,1031
UD22_1639,18/11/2023,OG37,Understory,NA,3,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.170988433,2,17,171,1710
UD22_1278,3/6/2023,OG38,Canopy,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.293150685,3,29,293,2932
BAU_0281,3/6/2023,OG38,Understory,NA,2,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.111407407,1,11,111,1114
UD22_1539,16/03/2023,OG39,Understory,NA,12,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.135392881,1,14,135,1354
UD22_0941,16/03/2023,OG39,Understory,NA,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.112183819,1,11,112,1122
UD22_1601,14/10/2023,OG40,Understory,NA,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_spc,Clusiaceae,Clusia,0.188536953,2,19,189,1885
UD22_1293,21/05/2023,OG41,Canopy,NA,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Clusia_spc,Clusiaceae,Clusia,0.181717355,2,18,182,1817
UD22_1269,20/05/2023,OG42,Canopy,NA,1,Apidae_Meliponini,Partamona_nr_peckolti,Partamona,Clusia_spc,Clusiaceae,Clusia,0.327833261,3,33,328,3278
BAU_0193,15/04/2023,OG45,Understory,NA,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.227670577,2,23,228,2277
BAU_0208,13/04/2023,OG46,Understory,NA,2,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Clusia_spc,Clusiaceae,Clusia,0.310692141,3,31,311,3107
UD22_1275,13/04/2023,OG46,Understory,NA,1,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_spc,Clusiaceae,Clusia,0.153390583,2,15,153,1534
BAU_0210,13/04/2023,OG46,Understory,NA,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Clusia_spc,Clusiaceae,Clusia,0.209832523,2,21,210,2098
BAU_0206,13/04/2023,OG46,Understory,NA,1,Apidae_Meliponini,Trigona_guianae,Trigona,Clusia_spc,Clusiaceae,Clusia,0.140194572,1,14,140,1402
UD22_1729,17/10/2023,OG47,Understory,NA,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Clusia_spc,Clusiaceae,Clusia,0.221374544,2,22,221,2214
UD22_1671,17/10/2023,OG47,Understory,NA,7,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.143838384,1,14,144,1438
UD22_1701,27/10/2023,OG48,Understory,NA,4,Apidae_Meliponini,Trigona_fulviventris,Trigona,Clusia_spc,Clusiaceae,Clusia,0.132068393,1,13,132,1321
UD22_1286,7/5/2023,OG49,Understory,NA,9,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_spc,Clusiaceae,Clusia,0.265929204,3,27,266,2659
UD22_1281,7/5/2023,OG49,Canopy,NA,10,Apidae_Meliponini,Trigona_nigerrima,Trigona,Clusia_spc,Clusiaceae,Clusia,0.196780893,2,20,197,1968
UD22_1707,9/10/2023,PA53,Understory,0,4,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Clusia_spc,Clusiaceae,Clusia,0.107687287,1,11,108,1077
UD22_1654,9/10/2023,PA53,Understory,0,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.25850483,3,26,259,2585
UD22_1563,25/10/2023,PA58,Understory,0,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.117017245,1,12,117,1170
UD22_1615,17/11/2023,PR20,Understory,3,62,Apidae_Meliponini,Trigona_ferricauda,Trigona,Clusia_spc,Clusiaceae,Clusia,0.239758641,2,24,240,2398
UD22_1626,17/11/2023,PR25,Understory,5,1,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_spc,Clusiaceae,Clusia,0.200160557,2,20,200,2002
UD22_1569,11/10/2023,PR32,Understory,15,4,Apidae_Meliponini,Trigona_muzoensis,Trigona,Clusia_spc,Clusiaceae,Clusia,0.130925508,1,13,131,1309
BAU_0222,9/5/2023,PR36,Understory,8,1,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Clusia_spc,Clusiaceae,Clusia,0.113738387,1,11,114,1137
BAU_0284,3/6/2023,OG38,Understory,NA,7,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_valerioi,Clusiaceae,Clusia,0.140062376,1,14,140,1401
BAU_0277,23/04/2023,PR31,Understory,15,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusia_valerioi,Clusiaceae,Clusia,0.181081272,2,18,181,1811
UD22_1662,27/10/2023,OG48,Understory,NA,65,Apidae_Meliponini,Trigona_silvestriana,Trigona,Clusiaceae_spc,Clusiaceae,Clusiaceae spc,0.104123145,1,10,104,1041
UD22_1668,17/10/2023,OG47,Understory,NA,9,Apidae_Meliponini,Trigona_guianae,Trigona,Columnea_colombiana,Gesneriaceae,Columnea,0.101209823,1,10,101,1012
UD22_1722,17/11/2023,CR01,Understory,5,2,Apidae_Meliponini,Trigona_fulviventris,Trigona,Columnea_rubriacuta,Gesneriaceae,Columnea,0.31501046,3,32,315,3150
UD22_1615,17/11/2023,PR20,Understory,3,62,Apidae_Meliponini,Trigona_ferricauda,Trigona,Columnea_rubriacuta,Gesneriaceae,Columnea,0.107339299,1,11,107,1073
UD22_1552,25/10/2023,PA58,Understory,0,9,Apidae_Meliponini,Trigona_cilipes,Trigona,Condea_verticillata,Lamiaceae,Condea,0.158186201,2,16,158,1582
UD22_1614,25/10/2023,PA58,Understory,0,1,Apidae_Meliponini,Trigona_cilipes,Trigona,Condea_verticillata,Lamiaceae,Condea,0.142685467,1,14,143,1427
UD22_1308,24/03/2023,OG42,Understory,NA,4,Apidae_Meliponini,Melipona_(Michmelia)_solani,Melipona,Conostegia_cuatrecasasii,Melastomataceae,Conostegia,0.277705302,3,28,278,2777
UD22_0220,7/5/2022,OG43,Canopy,NA,1,Apidae_Meliponini,Tetragonisca_angustula,Tetragonisca,Conostegia_sp.1,Melastomataceae,Conostegia,0.139537836,1,14,140,1395
UD22_1715,17/11/2023,CR01,Understory,5,2,Apidae_Meliponini,Trigona_silvestriana,Trigona,Cordia_alliodora,Cordiaceae,Cordia,0.167383859,2,17,167,1674
BAU_0264,26/03/2023,OG41,Understory,NA,1,Apidae_Meliponini,Oxytrigona_isthmina,Oxytrigona,Coussapoa_villosa,Urticaceae,Coussapoa,0.80489744,8,80,805,8049
UD22_0222,7/5/2022,OG43,Canopy,NA,7,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Coussapoa_villosa,Urticaceae,Coussapoa,0.365111101,4,37,365,3651
UD22_1676,27/10/2023,OG50,Understory,NA,1,Apidae_Meliponini,Trigona_guianae,Trigona,Coussapoa_villosa,Urticaceae,Coussapoa,0.832819507,8,83,833,8328
UD22_0240,7/5/2022,OG28,Understory,NA,1,Apidae_Meliponini,Trigonisca_cf_pediculana,Trigonisca,Coussapoa_villosa,Urticaceae,Coussapoa,0.12174448,1,12,122,1217
UD22_0057,28/02/2022,CR04,Canopy,20,1,Apidae_Meliponini,Trigonisca_cf_buyssoni,Trigonisca,Croton_tessmannii,Euphorbiaceae,Croton,0.119557196,1,12,120,1196
UD22_1664,27/10/2023,OG50,Understory,NA,4,Apidae_Meliponini,Trigona_silvestriana,Trigona,Cybianthus_kayapii,Primulaceae,Cybianthus,0.427648657,4,43,428,4276
BAU_0307,11/5/2023,PR34,Understory,37,1,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Cybianthus_kayapii,Primulaceae,Cybianthus,0.374747051,4,37,375,3747
BAU_0223,9/5/2023,PR36,Understory,8,26,Apidae_Meliponini,Partamona_aequatoriana,Partamona,Cybianthus_kayapii,Primulaceae,Cybianthus,0.171041193,2,17,171,1710
UD22_1585,4/11/2023,CA60,Understory,0,2,Apidae_Meliponini,Tetragona_ziegleri,Tetragona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.249284882,2,25,249,2493
BAU_0316,31/03/2023,CR02,Understory,7,3,Apidae_Meliponini,Trigona_fulviventris,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.300008626,3,30,300,3000
UD22_1546,4/11/2023,CR03,Understory,4,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.36600072,4,37,366,3660
UD22_0950,14/03/2023,CR06,Understory,32,3,Apidae_Meliponini,Trigona_guianae,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.135770235,1,14,136,1358
UD22_0943,16/03/2023,OG39,Understory,NA,2,Apidae_Meliponini,Trigona_ferricauda,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.24303377,2,24,243,2430
BAU_0304,19/03/2023,OG52,Understory,NA,2,Apidae_Meliponini,Trigona_guianae,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.233624549,2,23,234,2336
BAU_0220,31/03/2023,PA55,Understory,0,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.190630083,2,19,191,1906
UD22_1679,7/10/2023,PR24,Understory,20,1,Apidae_Meliponini,Trigona_fulviventris,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.227690892,2,23,228,2277
UD22_1536,12/3/2023,PR26,Understory,27,2,Apidae_Meliponini,Trigona_fulviventris,Trigona,Dacryodes_cupularis,Burseraceae,Dacryodes,0.223422971,2,22,223,2234
BAU_0327,15/04/2023,CR11,Understory,22,8,Apidae_Meliponini,Scaptotrigona_postica_group_b,Scaptotrigona,Dalbergia_spc,Fabaceae,Dalbergia,0.480871536,5,48,481,4809
BAU_0282,3/6/2023,OG38,Understory,NA,13,Apidae_Meliponini,Scaptotrigona_(Scaptotrigona)_sp,Scaptotrigona,Dendropanax_macrophyllum,Araliaceae,Dendropanax,0.127192137,1,13,127,1272
BAU_0232,6/4/2023,CA62,Understory,0,8,Apidae_Meliponini,Tetragona_perangulata,Tetragona,Digitaria_sanguinalis,Poaceae,Digitaria,0.175413426,2,18,175,1754
UD22_1660,27/10/2023,OG50,Understory,NA,1,Apidae_Meliponini,Trigona_corvina,Trigona,Elephantopus_mollis,Asteraceae,Elephantopus,0.149921094,1,15,150,1499
UD22_1670,9/10/2023,PA53,Understory,0,2,Apidae_Meliponini,Trigona_fuscipennis,Trigona,Elephantopus_mollis,Asteraceae,Elephantopus,0.33147223,3,33,331,3315
UD22_1604,4/11/2023,CA60,Understory,0,6,Apidae_Meliponini,Cephalotrigona_sp,Cephalotrigona,Emilia_sonchifolia,Asteraceae,Emilia,0.112274641,1,11,112,1123
UD22_1605,4/11/2023,CA60,Understory,0,2,Apidae_Meliponini,Nannotrigona_mellaria,Nannotrigona,Emilia_sonchifolia,Asteraceae,Emilia,0.252872738,3,25,253,2529
UD22_1602,4/11/2023,CA60,Understory,0,4,Apidae_Meliponini,Nannotrigona_tristella,Nannotrigona,Emilia_sonchifolia,Asteraceae,Emilia,0.284684784,3,28,285,2847
