,Plot_ID,individual_ID,species,comment,trait,value,unit,uncertainty,trait_ID,value_numeric,PREX,Matrix,Latitude,Longitude,Elevation,Treatment,Treatment2,Regeneration_year,RegTime,Legacy
4565,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitLength,6.49,mm,,SP04-ARL_220425_CR04_0042-p0052-T1871,6.49,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4566,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitLength,6.4,mm,,SP04-ARL_220425_CR04_0042-p0052-T1843,6.4,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4567,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedLength,1.75,mm,,SP04-ARL_220425_CR04_0042-p0052-T1847,1.75,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4568,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,FruitLength,3.47,mm,,SP04-ARL_220425_CR04_0042-p0051-T2851,3.47,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4569,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedLength,5.46,mm,,SP04-ARL_220425_CR04_0042-p0054-T2722,5.46,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4570,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.11,g,,SP04-ARL_220425_CR04_0042-p0052-T1841,0.11,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4571,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,FruitWidth,5.08,mm,,SP04-ARL_220425_CR04_0042-p0051-T2850,5.08,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4572,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedWidth,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2854,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4573,CR04,SP04-ARL_220425_CR04_0042-p0040,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0040-T21303,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4574,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.1,g,,SP04-ARL_220425_CR04_0042-p0052-T1848,0.1,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4575,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,NSeedsPerFruit,21,seeds,,SP04-ARL_220425_CR04_0042-p0052-T1858,21,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4576,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitLength,6.16,mm,,SP04-ARL_220425_CR04_0042-p0054-T2718,6.16,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4577,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,NSeedsPerFruit,2,seeds,,SP04-ARL_220425_CR04_0042-p0054-T2719,2,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4578,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedLength,1.67,mm,,SP04-ARL_220425_CR04_0042-p0052-T1840,1.67,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4579,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedLength,1.49,mm,,SP04-ARL_220425_CR04_0042-p0052-T1868,1.49,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4580,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedWidth,4.09,mm,,SP04-ARL_220425_CR04_0042-p0054-T2721,4.09,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4581,CR04,SP04-ARL_220425_CR04_0042-p0043,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0043-T21306,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4582,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedLength,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2855,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4583,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitLength,5.63,mm,,SP04-ARL_220425_CR04_0042-p0052-T1857,5.63,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4584,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedWidth,0.94,mm,,SP04-ARL_220425_CR04_0042-p0052-T1860,0.94,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4585,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitWeight,0.14,g,,SP04-ARL_220425_CR04_0042-p0054-T2716,0.14,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4586,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedWidth,0.78,mm,,SP04-ARL_220425_CR04_0042-p0052-T1867,0.78,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4587,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitWeight,0.17,g,,SP04-ARL_220425_CR04_0042-p0054-T2723,0.17,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4588,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedWidth,3.82,mm,,SP04-ARL_220425_CR04_0042-p0054-T2714,3.82,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4589,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',30 seeds on the scale,SeedWeight,0.015,g,estimation,SP04-ARL_220425_CR04_0042-p0052-T1838,0.015,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4590,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,6.12,mm,,SP04-ARL_220425_CR04_0042-p0052-T1842,6.12,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4591,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,5.58,mm,,SP04-ARL_220425_CR04_0042-p0052-T1856,5.58,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4592,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,FruitWidth,5.68,mm,,SP04-ARL_220425_CR04_0042-p0051-T2878,5.68,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4593,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',30 seeds on the scale,SeedWeight,0.015,g,estimation,SP04-ARL_220425_CR04_0042-p0052-T1880,0.015,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4594,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedWidth,1.07,mm,,SP04-ARL_220425_CR04_0042-p0052-T1881,1.07,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4595,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',30 seeds on the scale,SeedWeight,0.015,g,estimation,SP04-ARL_220425_CR04_0042-p0052-T1873,0.015,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4596,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedWidth,1.16,mm,,SP04-ARL_220425_CR04_0042-p0052-T1846,1.16,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4597,CR04,SP04-ARL_220425_CR04_0042-p0041,Wettinia_quinaria,,height,20,meters,,SP04-ARL_220425_CR04_0042-p0041-T18244,20,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4598,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.09,g,,SP04-ARL_220425_CR04_0042-p0052-T1862,0.09,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4599,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,6.96,mm,,SP04-ARL_220425_CR04_0042-p0052-T1863,6.96,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4600,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitWidth,6.01,mm,,SP04-ARL_220425_CR04_0042-p0054-T2717,6.01,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4601,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,NSeedsPerFruit,21,seeds,,SP04-ARL_220425_CR04_0042-p0052-T1837,21,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4602,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedWidth,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2875,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4603,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,NSeedsPerFruit,21,seeds,,SP04-ARL_220425_CR04_0042-p0052-T1865,21,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4604,CR04,SP04-ARL_220425_CR04_0042-p0039,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0039-T21302,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4605,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,NSeedsPerFruit,21,seeds,,SP04-ARL_220425_CR04_0042-p0052-T1879,21,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4606,CR04,SP04-ARL_220425_CR04_0042-p0050,Wettinia_quinaria,,height,20,meters,,SP04-ARL_220425_CR04_0042-p0050-T18253,20,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4607,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,height,2,meters,,SP04-ARL_220425_CR04_0042-p0051-T18254,2,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4608,CR04,SP04-ARL_220425_CR04_0042-p0040,Wettinia_quinaria,,height,20,meters,,SP04-ARL_220425_CR04_0042-p0040-T18243,20,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4609,CR04,SP04-ARL_220425_CR04_0042-p0053,Nectandra_purpurea,,height,28,meters,,SP04-ARL_220425_CR04_0042-p0053-T18256,28,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4610,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',30 seeds on the scale,SeedWeight,0.015,g,estimation,SP04-ARL_220425_CR04_0042-p0052-T1859,0.015,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4611,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedLength,1.42,mm,,SP04-ARL_220425_CR04_0042-p0052-T1861,1.42,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4612,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitLength,6.38,mm,,SP04-ARL_220425_CR04_0042-p0054-T2711,6.38,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4613,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',30 seeds on the scale,SeedWeight,0.015,g,estimation,SP04-ARL_220425_CR04_0042-p0052-T1866,0.015,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4614,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitLength,5.87,mm,,SP04-ARL_220425_CR04_0042-p0052-T1864,5.87,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4615,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.2,g,,SP04-ARL_220425_CR04_0042-p0052-T1876,0.2,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4616,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,5.52,mm,,SP04-ARL_220425_CR04_0042-p0052-T1877,5.52,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4617,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitLength,6.09,mm,,SP04-ARL_220425_CR04_0042-p0052-T1878,6.09,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4618,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.07,g,,SP04-ARL_220425_CR04_0042-p0052-T1855,0.07,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4619,CR04,SP04-ARL_220425_CR04_0042-p0044,Wettinia_quinaria,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0044-T22837,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4620,CR04,SP04-ARL_220425_CR04_0042-p0041,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0041-T21304,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4621,CR04,SP04-ARL_220425_CR04_0042-p0042,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0042-T21305,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4622,CR04,SP04-ARL_220425_CR04_0042-p0044,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0044-T21307,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4623,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,seeds too small,SeedWeight,1.00E-05,g,estimation,SP04-ARL_220425_CR04_0042-p0051-T2839,1.00E-05,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4624,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitWeight,0.19,g,,SP04-ARL_220425_CR04_0042-p0054-T2709,0.19,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4625,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,FruitWidth,6.61,mm,,SP04-ARL_220425_CR04_0042-p0054-T2710,6.61,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4626,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,NSeedsPerFruit,2,seeds,,SP04-ARL_220425_CR04_0042-p0054-T2712,2,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4627,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitLength,7.62,mm,,SP04-ARL_220425_CR04_0042-p0052-T1836,7.62,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4628,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedWeight,0.03,g,,SP04-ARL_220425_CR04_0042-p0054-T2713,0.03,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4629,CR04,SP04-ARL_220425_CR04_0042-p0041,Wettinia_quinaria,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0041-T22834,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4630,CR04,SP04-ARL_220425_CR04_0042-p0042,Wettinia_quinaria,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0042-T22835,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4631,CR04,SP04-ARL_220425_CR04_0042-p0043,Wettinia_quinaria,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0043-T22836,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4632,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedWidth,1.68,mm,,SP04-ARL_220425_CR04_0042-p0052-T1839,1.68,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4633,CR04,SP04-ARL_220425_CR04_0042-p0053,Nectandra_purpurea,,SeedWidth,9.5,mm,,SP04-ARL_220425_CR04_0042-p0053-T1958,9.5,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4634,CR04,SP04-ARL_220425_CR04_0042-p0053,Nectandra_purpurea,,SeedLength,7.96,mm,,SP04-ARL_220425_CR04_0042-p0053-T1959,7.96,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4635,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedLength,1.36,mm,,SP04-ARL_220425_CR04_0042-p0052-T1882,1.36,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4636,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.11,g,,SP04-ARL_220425_CR04_0042-p0052-T1883,0.11,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4637,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,6.4,mm,,SP04-ARL_220425_CR04_0042-p0052-T1884,6.4,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4638,CR04,SP04-ARL_220425_CR04_0042-p0042,Wettinia_quinaria,,height,16,meters,,SP04-ARL_220425_CR04_0042-p0042-T18245,16,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4639,CR04,SP04-ARL_220425_CR04_0042-p0039,Wettinia_quinaria,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0039-T22832,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4640,CR04,SP04-ARL_220425_CR04_0042-p0040,Wettinia_quinaria,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0040-T22833,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4641,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWeight,0.34,g,,SP04-ARL_220425_CR04_0042-p0052-T1834,0.34,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4642,CR04,SP04-ARL_220425_CR04_0042-p0053,Nectandra_purpurea,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0053-T22846,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4643,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0054-T22847,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4644,CR04,SP04-ARL_220425_CR04_0042-p0055,Pentagonia_macrophylla,,availability,CAFL,,,SP04-ARL_220425_CR04_0042-p0055-T22848,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4645,CR04,SP04-ARL_220425_CR04_0042-p0048,Wettinia_quinaria,,height,18,meters,,SP04-ARL_220425_CR04_0042-p0048-T18251,18,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4646,CR04,SP04-ARL_220425_CR04_0042-p0049,Wettinia_quinaria,,height,18,meters,,SP04-ARL_220425_CR04_0042-p0049-T18252,18,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4647,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,NSeedsPerFruit,2,seeds,,SP04-ARL_220425_CR04_0042-p0054-T2705,2,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4648,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,height,27,meters,,SP04-ARL_220425_CR04_0042-p0052-T18255,27,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4649,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedWidth,3.92,mm,,SP04-ARL_220425_CR04_0042-p0054-T2707,3.92,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4650,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedLength,5.97,mm,,SP04-ARL_220425_CR04_0042-p0054-T2708,5.97,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4651,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedWidth,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2826,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4652,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedLength,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2827,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4653,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,6.01,mm,,SP04-ARL_220425_CR04_0042-p0052-T1849,6.01,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4654,CR04,SP04-ARL_220425_CR04_0042-p0055,Pentagonia_macrophylla,,height,4,meters,,SP04-ARL_220425_CR04_0042-p0055-T18258,4,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4655,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,FruitLength,3.51,mm,,SP04-ARL_220425_CR04_0042-p0051-T2830,3.51,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4656,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,NSeedsPerFruit,NA,seeds,,SP04-ARL_220425_CR04_0042-p0051-T2831,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4657,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,SeedLength,1.44,mm,,SP04-ARL_220425_CR04_0042-p0052-T1854,1.44,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4658,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,SeedLength,4.69,mm,,SP04-ARL_220425_CR04_0042-p0054-T2715,4.69,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4659,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedWidth,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2833,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4660,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedLength,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2834,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4661,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,FruitWeight,0.16,g,,SP04-ARL_220425_CR04_0042-p0051-T2835,0.16,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4662,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,NSeedsPerFruit,NA,seeds,,SP04-ARL_220425_CR04_0042-p0051-T2838,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4663,CR04,SP04-ARL_220425_CR04_0042-p0053,Nectandra_purpurea,,FruitLength,9.8,mm,,SP04-ARL_220425_CR04_0042-p0053-T1948,9.8,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4664,CR04,SP04-ARL_220425_CR04_0042-p0051,Miconia_sp3,,SeedWidth,NA,mm,,SP04-ARL_220425_CR04_0042-p0051-T2840,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4665,CR04,SP04-ARL_220425_CR04_0042-p0045,Wettinia_quinaria,,ripenness,ripe,,,SP04-ARL_220425_CR04_0042-p0045-T21308,NA,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4666,CR04,SP04-ARL_220425_CR04_0042-p0054,Pentagonia_macrophylla,,height,3,meters,,SP04-ARL_220425_CR04_0042-p0054-T18257,3,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
4667,CR04,SP04-ARL_220425_CR04_0042-p0052,Miconia_'peciolo rojo',,FruitWidth,6.62,mm,,SP04-ARL_220425_CR04_0042-p0052-T1835,6.62,PREX,NA,0.51167917,-79.18947658,560,cacao regeneration,cacao regeneration late,2002,21,cacao
